Id	Label	timeset	x_coord	y_coord	Degree	Eccentricity	closnesscentrality	harmonicclosnesscentrality	betweenesscentrality	componentnumber	pageranks	Weighted Degree	y_coord_unique	Authority	Hub	modularity_class	clustering	triangles	eigencentrality
הוראה מהוראות תקנות 2, 4, 5, 6(א), 7(ג) או 11 – דינו קנס, שלא יעלה על הקבוע בסעיף 61(א)(1) לחוק העונשין, תשל"ז-1977			40	106	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	3	0	0	0.092776
תקנות אלה; מיום 26.5.1996 תק' תשנ"ו-1996			40	107	3	4	0.369338	0.4115	12.606953	0	0.000506	3		0.02662	0	4	0	0	0.056561
חוק. תק' (מס' 2)      תשכ"ז-1967			40	108	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות תקן ישראלי - ת"י 2302 חלק 1 האלה: (1)   פרק א' – סעיף 1.3.1 וסעיף 1.4;  (2)   פרק ג' – סעיפים 3.2 ו-3.3, פרק ד' ונספחים א', ב' ו-ג'; מיום 28.5.2000 תק' תש"ס-2000			40	109	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות שעת חירום לגיוס כוח אדם, תש"ח-1948			40	110	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955			40	111	9	4	0.488479	0.497417	267.911816	0	0.0011	20		0.058988	0	7	0	0	0.127308
תקנות אלה תוטל על מבצע בניה כהגדרתו בתקנות הבטיחות בעבודה (עבודות בניה), התשמ"ח-1988			40	112	1	4	0.305727	0.33996	0	0	0.000295	1		0.008204	0	7	0	0	0.016803
חוק בית הדין לעבודה תשכ"ט-1969			40	113	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק להגברת הצמיחה והתעסוקה ולהשגת יעדי התקציב לשנת הכספים 1998 (תיקוני חקיקה), תשנ"ח-1998			40	114	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות תקנות אלה ולנקוט צעדים מתאימים כדי להבטיח שכל עובד ימלא אחר התקנות הנוגעות לעבודתו, אלא אם כן החובה מוטלת במפורש על מבצע הבניה.  תק'     תשנ"א-1991			40	115	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודה זו או הפוגע בהם, דינו – קנס 500 לירות או חודש מאסר. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	116	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה זו - "רופא מוסמך" - כמשמעותו בתקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט"ז-1956			40	117	2	6	0.364261	0.409164	3.028541	0	0.000514	4		0.011035	0	3	0	0	0.028416
תקנה 28 הנוסח הקודם: פטור מהצהרת שכר 28. מעבידו של מבוטח לפי סעיף 16(א)(2) עד (6) לחוק פטור מהגשת הצהרה לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי הביטוח) תשי"ד-1954			40	118	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראת מעבר   9.    (א)  על אף האמור בתקנות 2 ו-3 יראו לגבי תכנית שהופקדה עד יום כ"ט בתמוז תשמ"ט (1 באוגוסט 1989			40	119	0	0	0	0	0	13	0.000197	0		0	0	19	0	0	0
תקנות 2, 3, 6 ו-7 לתקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים), התשנ"ט-1999			40	120	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראה החלטית לאי-התאמה, גם בהעדר ממצאים קליניים או מעבדתיים אחרים, לאחר שבוצעה בדיקה חוזרת תוך 15 ימים; (8)   טרם מלאו לו 18 שנים; תק' תשס"ב-2002			40	121	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
הוראות, בכל שיטה שהיא, בין ישירות לעגורנאי ובין אדם אחר כדי שהוא יעביר את ההוראות לעגורנאי, בקשר להרמת מטען בעגורן, כיוונון מטען או כיוונון אונקל העגורן; תק'     תשנ"ו-1996			40	122	3	4	0.369338	0.4115	12.606953	0	0.000506	3		0.02662	0	4	0	0	0.056561
פקודה זו לא יראו כפוגע בשיפוט לפי דיני האדמירליות הנתון לבית משפט בישראל, או בהוראות של החוק לתיקון סדרי הדין האזרחי (המדינה כבעל דין), תשי"ח-1958			40	123	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
תקנות אלה ששה חודשים מיום פרסומן. הוראות מעבר   85.  על אף האמור בתקנה 84 מותר לפעול לפי תקנות אלה בלבד החל ביום פרסומן.   תוספת (תקנה 2(ב))         ה' בתמוז התשנ"א (17 ביוני 1991			40	124	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
הוראות סעיף 3 בתקנות שהותקנו לפי פקודה זו; (תיקון     מס' 1) תשע"ד-2014			40	125	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
חוק-יסוד: הכנסת, וסעיף 2(ב) לחוק העונשין, התשל"ז-1977			40	126	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
חוק, כפול עשרה כפול שניים. הודעה מאת המעביד תק' (מס' 3)      תשכ"ה-1965			40	127	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות הקודמות). תחילה   14.  תחילתן של תקנות אלו שלושה חודשים מיום פרסומן. הוראות מעבר תק' תשנ"ט-1999			40	128	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	7	0	0	0.092776
הוראת שעה), התשס"ז-2007			40	129	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות התאונות ומחלות משלח-היד (הודעה על מקרים מסוכנים במקומות עבודה), תשי"א-1951			40	130	0	0	0	0	0	14	0.000197	0		0	0	20	0	0	0
הוראות לכך על פי דין יקבע את הבדיקות וההוראות לגביהם.   דרכי מתן שירותי בריאות בעבודה תק' תשל"ד–1974			40	131	0	0	0	0	0	15	0.000197	0		0	0	21	0	0	0
תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	132	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות סעיף 46 או הוראות תקנות לפי סעיף 47, דינו – קנס 10,000 לירות או מאסר שישה חדשים. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	133	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית. מיום 15.12.1998 תק' תשנ"ח-1998			40	134	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות רישוי עסקים (מעבדות רפואיות), תשל"ז-1977			40	135	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
הוראות התכנית. תק'     תשע"ג-2012			40	136	0	0	0	0	0	16	0.000197	0		0	0	22	0	0	0
תקנות אלה היא – (1)  תקנה 20, לגבי עגורן צריח הנמצא בישראל ביום פרסומן של תקנות אלה ברשומות – ביום כ"ב באייר תשכ"ז (1 ביוני 1967			40	137	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
הוראות יצרן הפיגום, או שלא קוימו לגביו הוראות תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. מיום 27.1.2019 תק' תשע"ט-2019			40	138	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות הבטיחות בעבודה (עזרה ראשונה במקומות עבודה), תשמ"ח-1988			40	139	3	6	0.434681	0.465004	205.997917	0	0.000635	3		0.021089	0	3	0	0	0.049106
תקנות אלה; תק' תשנ"ו-1996			40	140	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות 61 62 עד 64.   מיום 9.8.2018 תק' (מס' 2) תשע"ח-2018			40	141	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 4 – (1)  להתקין ולקיים אמצעי יניקה וכן מינדפים טובים ויעילים, במקומות העבודה השונים בהם עובדים, מעבדים או משתמשים באסבסט או במוצרי אסבסט; תק'     תשנ"א-1990			40	142	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
חוק הבזק, תשמ"ב-1982			40	143	0	0	0	0	0	17	0.000197	0		0	0	23	0	0	0
הוראות היצרן ולתקן פיגומים ישראלי; החיבור ייעשה כך שימנע שקיעה, כיפוף או קריסה. תק'     תשנ"א-1991			40	144	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראת שעה תשע"ב-2011			40	145	0	0	0	0	0	18	0.000197	0		0	0	24	0	0	0
תקנות למניעת מפגעים (רעש בלתי סביר מציוד בניה), תשל"ט-1979			40	146	1	2	0.666667	0.75	0	1	0.001013	1		0	0	2	0	0	0.000282
תקנות אלה ביום ה' בטבת תשס"ב (31 בדצמבר 2001			40	147	0	0	0	0	0	19	0.000197	0		0	0	25	0	0	0
תקנות בריאות העם (תנאים תברואיים לקידוח מי שתייה), התשנ"ה-1995			40	148	6	6	0.320518	0.364735	17.831016	0	0.000782	12		0.010798	0	5	0	0	0.031267
פקודת הראיות [נוסח חדש], תשל"א-1971			40	149	1	6	0.31914	0.360243	0	0	0.0003	2		0.008378	0	7	0	0	0.018691
חוק ארגון הפיקוח על העבודה (תיקון מס' 10), תשע"ו-2016			40	150	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
תקנה 34 הנוסח הקודם: פיגום זקפים גבוה או מיוחד 34. מבצע הבניה אחראי לכך שפיגום זקפים מעץ שגבהו עולה על 18 מטרים ופיגום מיוחד יוקמו לפי תכנון. ביסוס פיגום     זקפים תק'     תשנ"א-1991			40	151	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות תקנות אלה אם לדעתו הנסיבות מצדיקות זאת.   ג' בשבט תשמ"ג (17 בינואר 1983			40	152	2	6	0.294328	0.327314	22.6605	0	0.000496	2		0.007604	0	1	0	0	0.015547
חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), תשע"ח-2018			40	153	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
חוק תשולם אחת לחודש ומענק לפי הסעיפים האמורים ישולם תוך חודש ימים מתאריך קביעת הזכות למענק וסכומו. תק'     תשנ"ח-1998			40	154	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודת הבטיחות בעבודה;           "הוראות הבטיחות" – הוראות הדין המפורטות בתוספת;           "מבצע בנייה" – כמשמעותו בתקנות 1 ו-6 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	155	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 2 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	156	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית למעט קו או שלוחה של מסילת ברזל, כביש, מגרש חניה או מגרש ספורט. ביטול   196. תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955			40	157	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק, כפול עשרה.   מיום 13.6.1974 תק' (מס' 3) תשל"ד-1974			40	158	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 28א דמי פגיעה     למבוטחים לפי סעיף     16(א)(2) עד (4) תק' (מס' 2)      תשכ"ה-1965			40	159	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות רישוי עסקים (אחסנת נפט), תשל"ז-1976			40	160	4	6	0.361775	0.407615	102.749149	0	0.000777	4		0.011178	0	4	0	0	0.026342
תקנות  הבטיחות בעבודה (עזרה ראשונה), תשל"ג–1972			40	161	0	0	0	0	0	20	0.000197	0		0	0	26	0	0	0
הוראות פסקת משנה (ג) יחולו גם על תוספת דירות מגורים לפי פסקת משנה (ד); הוראת שעה     תשע"ב-2011			40	162	0	0	0	0	0	21	0.000197	0		0	0	27	0	0	0
תקנות בדבר סדרי הדין בועדה. מיום 1.8.1981 תיקון מס' 2 ס"ח תשמ"א מס' 1025			40	163	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות אלה;   מיום 24.11.1990 תק' תשנ"א-1990			40	164	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנה 17 הנוסח הקודם: תביעת גימלה 17. התובע גימלה לפי חלק ב' לחוק יגיש תביעתו לפי טופס שאפשר להשיגו בכל אחד מסניפי המוסד. תק'     תשנ"ח-1998			40	165	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות לפי סעיף 47 לא יחולו על מכונות, מיתקנים או ציוד שהוחל בבנייתם לפני התקנתן. סימן ג': בטיחות הגישה והמעבר גישה למקום עבודה (תיקון מס' 1)      תשל"ד-1974			40	166	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק מס מקביל, תשל"ג–1973			40	167	0	0	0	0	0	22	0.000197	0		0	0	28	0	0	0
תקנה 16 לתקנות בתי הסוהר, תשכ"ז-1966			40	168	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק: (1) מועסק בו אדם בעבודת כפיים לפחות 8 שעות בשבוע; (2) ניתנת בו הכשרה מעשית על ידי עבודת כפיים לפי חוק החניכות, תשי"ג-1953			40	169	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודה זו חלה עליהן אלא אם נבדק ונערך תסקיר כאמור תוך עשרים וששת החדשים שקדמו לכך. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	170	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות   הבטיחות בעבודה (עובדים בחמרי הדברה), התשכ"ד-1964			40	171	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנה 12 לענין הוראות מעבר. ק"ת תשנ"א מס' 5302			40	172	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
חוק שוויון זכויות לאנשים עם מוגבלות ובכלל זה מקומות ציבוריים קיימים שהם מוסדות חינוך, מוסדות על-תיכוניים, או שניתנים בהם שירותי בריאות; מיום 16.1.2013 תק' תשע"ג-2012			40	173	0	0	0	0	0	23	0.000197	0		0	0	29	0	0	0
תקנות אלה. מיום 7.4.1999 תק' תשנ"ט-1999			40	174	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
חוק זה, הנדרשים לפי חוק זה לשם ביצוע עבודה, ביצוע תפקיד הכולל סמכויות בדיקה ובקרה הנדרשות בהוראות לפי חוק זה, או מתן הכשרה מקצועית. מיום 28.1.2016 תיקון מס' 9 ס"ח תשע"ו מס' 2525			40	175	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה זו -   "תקופת האיזון" – תקופה של שנתיים רצופות; הראשונה בתקופות ראשיתה ביום כ"ב באדר ב' תשי"ט (1 באפריל 1959			40	176	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות סעיף 17(א)(2) יחולו, בשינויים המחוייבים לפי הענין, על חילוקי דעות בין נאמני בטיחות לבין מעסיק בקשר למעשי המעביד כאמור. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	177	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק), וסעיפים 173 ו-216 לפקודת הבטיחות בעבודה [נוסח חדש], תש"ל-1970			40	178	4	6	0.361775	0.407615	102.749149	0	0.000777	4		0.011178	0	4	0	0	0.026342
הוראה; ת"ט תשע"ג-2013			40	179	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	3	0	0	0.075973
תקנה 25א   מיום 15.3.1973 תק' תשל"ג-1973			40	180	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות לפי סעיף 47, דינו – קנס 10,000 לירות או מאסר שישה חדשים. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	181	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות חיקוק ובהתאם להן או שנעשה בתחום הרשאה חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026			40	182	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
חוק המכר, תשכ"ח-1968			40	183	2	6	0.401298	0.440836	56.06371	0	0.000431	4		0.01852	0	7	0	0	0.042778
תקנות חומרי נפץ (מסחר, העברה, ייצור,   החסנה ושימוש), תשנ"ד-1994			40	184	0	0	0	0	0	24	0.000197	0		0	0	30	0	0	0
הוראת שעה) (תיקון) תשע"ט-2018			40	185	0	0	0	0	0	25	0.000197	0		0	0	31	0	0	0
תקנות המהנדסים והאדריכלים; מיום 5.3.2018 תק' תשע"ח-2018			40	186	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
